Ids,Sentiment,Sarcasm,Vulgar,Abuse,Target
image_ben_7610.jpg,Negative,Sarcastic,Vulgar,Abusive,Social Sub-groups
image_ben_1881.png,Positive,Sarcastic,Vulgar,Abusive,Social Sub-groups
image_ben_7660.jpg,Negative,Sarcastic,Vulgar,Abusive,Social Sub-groups
image_ben_7641.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Social Sub-groups
image_ben_7416.jpg,Negative,Sarcastic,Vulgar,Abusive,Social Sub-groups
image_ben_7566.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Social Sub-groups
image_ben_244.png,Negative,Sarcastic,Vulgar,Abusive,Social Sub-groups
image_ben_1796.png,Negative,Sarcastic,Non Vulgar,Abusive,Social Sub-groups
image_ben_1641.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_3575.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1467.png,Negative,Sarcastic,Vulgar,Non-abusive,Gender
image_ben_1435.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7619.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7294.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7298.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1913.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_3584.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_3843.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_3394.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_3355.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1632.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1473.png,Negative,Sarcastic,Vulgar,Non-abusive,Gender
image_ben_1249.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1902.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7448.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_4394.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1331.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7405.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1468.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7593.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_38.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_4039.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7376.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7446.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1861.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7332.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1332.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7603.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_323.png,Negative,Sarcastic,Vulgar,Non-abusive,Gender
image_ben_7290.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7269.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7450.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Gender
image_ben_1723.png,Positive,Sarcastic,Vulgar,Non-abusive,Gender
image_ben_2499.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_4576.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1495.png,Negative,Sarcastic,Vulgar,Non-abusive,Gender
image_ben_4838.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_3500.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_3564.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1306.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7307.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1696.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1535.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_5007.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_2500.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7426.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1459.png,Negative,Sarcastic,Vulgar,Non-abusive,Gender
image_ben_7473.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7340.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1497.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7291.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7485.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_3756.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender
image_ben_7640.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_1430.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_2167.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_4172.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7419.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7395.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender
image_ben_7379.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,"Gender, Individual"
image_ben_694.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Gender, Individual"
image_ben_7309.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,"Gender, Individual"
image_ben_7357.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,"Gender, Individual"
image_ben_7276.jpg,Negative,Sarcastic,Vulgar,Non-abusive,"Gender, Individual"
image_ben_4665.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,"Gender, Individual"
image_ben_468.png,Negative,Sarcastic,Vulgar,Non-abusive,"Gender, Individual"
image_ben_7318.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,"Gender, Individual, Political"
image_ben_1844.png,Negative,Sarcastic,Vulgar,Non-abusive,"Gender, Individual, Political"
image_ben_753.png,Negative,Sarcastic,Vulgar,Non-abusive,"Gender, National Origin"
image_ben_544.png,Negative,Sarcastic,Vulgar,Non-abusive,"Gender, National Origin, Religion"
image_ben_729.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Gender, Political"
image_ben_1907.png,Negative,Sarcastic,Non Vulgar,Non-abusive,"Gender, Religion"
image_ben_678.png,Negative,Sarcastic,Vulgar,Non-abusive,"Gender, Religion"
image_ben_7656.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,"Gender, Social Sub-groups"
image_ben_7654.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,"Gender, Social Sub-groups"
image_ben_3019.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7384.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
image_ben_3471.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1565.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4415.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4336.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3378.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4484.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4989.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3636.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4586.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7564.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_607.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1674.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3822.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_31.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7277.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
image_ben_1457.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5242.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1942.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5039.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7201.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7299.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3412.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7319.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5241.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1234.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7704.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_485.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4719.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7481.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3592.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4644.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4128.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7200.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7583.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_2900.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5223.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4860.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7207.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
image_ben_3757.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_526.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1385.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4507.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7475.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3389.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5289.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3377.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4912.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4759.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_2934.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7266.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3545.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7578.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7420.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
image_ben_3750.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_110.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3831.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7441.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
image_ben_4760.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4524.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3617.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7454.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7533.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4210.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3424.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7257.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4209.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1456.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4932.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1272.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7360.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
image_ben_3833.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4794.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7361.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5158.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7682.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7697.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7287.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_960.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4900.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3349.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4972.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4714.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7588.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7484.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4613.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_259.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1383.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7268.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5261.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3619.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1404.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4911.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_795.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5256.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7227.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
image_ben_3552.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4155.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5119.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3375.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7455.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5246.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1944.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4611.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5166.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7649.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7396.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7304.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3426.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7264.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7428.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_782.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1147.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4463.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7223.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7399.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
image_ben_4293.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4142.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7553.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4100.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7437.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_2105.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4194.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3615.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3852.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3515.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3170.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_2.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1518.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1417.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3431.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3647.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7565.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7260.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7545.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1541.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7279.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7586.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4540.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_2364.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3001.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1365.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7479.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1374.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4304.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4870.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1084.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1268.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3646.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5255.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7255.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3479.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4923.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5189.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4663.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_2508.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4565.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1284.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1458.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_604.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_463.png,Negative,Sarcastic,Vulgar,Non-abusive,Individual
image_ben_7310.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1230.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1493.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4609.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7705.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3964.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4298.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7531.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7209.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3423.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3581.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5060.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7274.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7296.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4728.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4661.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3245.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7398.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1107.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1233.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7701.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7570.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7234.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
image_ben_4684.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3384.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4134.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4508.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5156.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3359.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4945.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4650.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7321.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
image_ben_5224.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3397.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3551.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5247.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4259.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7581.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7590.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_935.png,Negative,Sarcastic,Vulgar,Non-abusive,Individual
image_ben_4488.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7635.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7587.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_608.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1348.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_492.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4886.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3478.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3597.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4266.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4300.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5164.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3381.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4980.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3798.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7664.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1273.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1286.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3422.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7349.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3216.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_5157.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3473.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1519.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_2574.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1975.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3970.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4946.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3537.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4202.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7556.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3580.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4952.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1984.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7700.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_551.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_605.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1428.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4544.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7612.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_3428.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4475.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_1939.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_4495.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
image_ben_7192.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
