Ids,Sentiment,Sarcasm,Vulgar,Abuse,Target,OCR
image_bodo_599.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,हाबा जायालाये थैबा बबे बिफांखौ गायनाय जायो- 1) औवा 2) गय बिफां 3) थालिर बिफां 4) गामबारि बिफां
image_bodo_446.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Dani jugao swrniba thakhai Mwjang sangra manse lwgw mwngwnna ? Mathw mininwlo nagirw .....
image_bodo_100.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Ngsr Manw bujiya Bekwo di ag bese mjng mwnw ag
image_bodo_518.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,
image_bodo_43.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,सान्नाय सिमांआ जाफुंजोबनायमोब्ला फेलेंथिं होन्नाय बेसादा थानाय नङा मोन ।
image_bodo_563.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,आं हिनजाव लाला रायजोफोर लोगोफोरा हिनजाव लाना माबायदि संसार जायो बेखौसो नायनो नेगासिनो
image_bodo_29.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Gender,Uff anghabw Gwsw twnai dgja nai mwnbla bebadi cycle jng berai hwinw haggwo mwn
image_bodo_167.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Simang mwgthang da klm lang ng agkwo
image_bodo_54.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Pwisa Gwiya Bwrwi henjao mwnGwn
image_bodo_570.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,हाथाय गैयाब्लाबो थालिर जायो मा बेलाय ?
image_bodo_112.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Ag manw raojgbw naijaya
image_bodo_453.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,BLACK COBRA PUNJWBDW HWBASW HINJAO KARNYA KOM JACGWN BTR YAO
image_bodo_325.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,सानसेेआवनो 18 बार गाहाम Good Night  रोंगौलै नोंसोर
image_bodo_281.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Dress gwdan naggwo mn agnw Durga puja ni namwi swr Baina horbao gn bra
image_bodo_278.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Nagla lwi angnw Ngni onnai kwo
image_bodo_63.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Ignore Kalambabw jebw nga de
image_bodo_146.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Onnai hwba Duku kwo sw mwnw Manw bidi tai
image_bodo_141.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Mala kwipwd nipai Bargo baogwn
image_bodo_428.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,सैथो खोथाखौ बुं उदैयाव खुदिया थाबा जानो लुबैयो होन्नाय आ नंगौना नङा महिलारिफोर
image_bodo_108.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Oii Ngni Whats App Number Kwo Send Klmna Horlai Agnw
image_bodo_319.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,जाम्बाफोरासो थाब हाबा जायो मालाय Legend फोरा Hotel आवसो लाओ
image_bodo_424.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,दिनैसिमआंनि BIRTHDAY फालिफेराखै आरो आं NEW YEAR बरायनो गनथाफोर दालेंखा आंखौ गोरोन्थिआवबो
image_bodo_103.jpg,Positive,Sarcastic,Non Vulgarn Vulgar,Non-abusive,None,ag holi Gelenw bayw lwi Ag sapa sapa Tagra Manc
image_bodo_122.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Good night Mjg cimang nutartwng
image_bodo_335.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Beni address nanggwo swr angnw swr hinjaw bepari biyw seimaya Video labw nangwo Nama agwi mwn bung Nwng lai hor 1 ao bse laihw20k ag bung
image_bodo_80.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,ou Ngkwo na Ag Nwi Esang Mjng Mwnw Esang
image_bodo_289.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,i love you ngkwo posaibai ag kintu
image_bodo_177.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Bini SMS Pwida pwi Be current ah pwibanw jayw agna
image_bodo_392.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,None,Ag jebla dokhona gannanwi beraiyw obla angha sase bf ni gwnangti natai swr swr boha bekainw
image_bodo_316.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,New Year आव जाफुनाय लोंफुनाय समाव दुखुनि मेथाय दामना होयोब्ला बिगुद बिसिगोन
image_bodo_217.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,posainai ckla kwo mwnara ctwb
image_bodo_385.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,GOBA GOB HOTEL THE BORO KITCHEN  गेल्दां दां जानानै थाॆ नै आदामोन गोथाव गोथावथार लाजिनो नाङा
image_bodo_321.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,जुदि सोरबा सिख्लाया Hotel नि आयनायाव बिदि Selfie लानाय Post खालामदों अब्ला बुजिखादो गावलायनो थांदोंमोन
image_bodo_594.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,TASO BIBAR TASO BIBAR LITE
image_bodo_137.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Gwsw pwrkwonw maba Suku ah sukua sw mwnla jwbbai
image_bodo_419.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,2025 नि फाय सोलायसां
image_bodo_510.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,गथ सानै जाबा थाय 16 बोसोरनि बायदि जाफिनलायो बाजैमोना सिख्लाफोर निफ्राय बेसोरसो  साबसिन जाबावो
image_bodo_156.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Bini sms kwo neywi neywi nw battery ah sw jwbb lai langswi dabw gwiya
image_bodo_581.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender,10 ूबोसोरनि गोजौनि सिख्लाफोर ना माथो थासनिफ्राय गाज्रिसिन मानोनो आदै ALOO DAY नि रावसो
image_bodo_46.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Mithiya Agdi Ngkwo Besebang Mjng Mwnw Natai Manw Esebw Bujinw Najaya
image_bodo_104.jpg,Negative,Sarcastic,Non Vulgarn Vulgar,Non-abusive,None,Duku mwnw Angni Onga Gubun jng Ngkwo nuywbwla
image_bodo_588.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,COMMENT YA JADRAYASWI BENA Dwiden jg koija hwi psai gwikaia
image_bodo_149.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Jamba ManC bra Raojngbw Naison Jaya
image_bodo_136.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Gwiya Gwiya Khapal ao Gwiyabla boha mwnnw de
image_bodo_254.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,oi ouu ngkwo nw hwndg ! Gwsw twnw sanbai mwn ag Ngkwo siri siri
image_bodo_40.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Anglai Swrni Hero jabao nw
image_bodo_151.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Duku mwnbai lwi Ag Ngni be badi text lerna hwnai kwo
image_bodo_229.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Matw Ng Agkwo Gwsw Twkumayw nw
image_bodo_261.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Ag cycle dokan sw hwnwswi baigwna baiya ngsr ly aswl pwr
image_bodo_226.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,None,paglasw swr swrjng dosenw unfriend klm jayw pata kwonw mwnslaba ctwb
image_bodo_512.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,बैसो जाना सिख्ला उन्दै खौ हाबा खालामनो सान्नाय सिमांआ सिमांयैनो थांसिगोन नामा थारैनो बे बुहुमाव आंनि थाखाय सासेबो हराखै नामा ?
image_bodo_241.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,None,no ao tababw bemajng raija bai tayw ctwb kamani maoa dangga hwnna
image_bodo_465.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,ANG HABA JALA RAIJWPWR
image_bodo_443.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,Hwi bigud nynw baby ang ngkwo
image_bodo_150.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Ma klmdg Laogi Daana Mathw Kobor latar la lai
image_bodo_574.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,हाबा जागोदान जेब्ला आंनि FIRST NIGHT MY FRINDS
image_bodo_123.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,ओइ खोनां संलाय बे नोंसानि बिनानाव आ आंनिसो मिथिबाय
image_bodo_232.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,लंथं खुनाय जागोन लामायाव जरा जरा बेरायनाय नुयोबा
image_bodo_213.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,Ctwb ngsajw kwo horaba bekwo nudg tapli yao gaojabasw agjng
image_bodo_212.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Political,pagla be gusu Bwtwrao party janw ngsr dubli gejerao hwd kla bayw lang ctwb
image_bodo_332.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Haba jadw wmfwrai beraibai ta haba jakhanaisw officially just reception baki
image_bodo_48.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Ag Ngkwo Mjang Mwnw Ng Agkhwo Mjng Mwna Biniprai Duku sin Ma Dgbaouyw
image_bodo_498.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,बालाआव खारहैनो हायैआ आंलसै खुमा दे नोंसोर ल लादो आं गारि फुगारग्रा जानोसै
image_bodo_61.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,China ao tangnanwi Henjao Sase Lananwi Ngsr jng video call Klm hornw sannai Simangya Simangywinw Thalang marbai angna
image_bodo_521.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,हरफाथारला FACEBOOK  आव मेगन मोदै हिनजाव नागिरना मेलेरिआ जाबाय आं लोगोफोर
image_bodo_110.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Arwibadi single dinwisim raonibw Watsap number mwnferakwi
image_bodo_364.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,VIRAL DAJASWI MADWIMWN
image_bodo_378.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,GWSWTWNA NY ANGYW BESE ONSULA
image_bodo_493.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,सिख्लाफोरा साख्रि आवला ल नागिरोब्ला हाबा जाखानायखौ लायाब्ला माथो उफाय
image_bodo_272.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,None,Nwi ctwba kha pala nw gwijaya agha
image_bodo_287.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Ag bara faltu noga Esanglo
image_bodo_1.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,सिंनिखौ बोखारबासो सानिखौ मोनजायो मा जिनिस दे ?
image_bodo_69.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Duku mwnwlwi aja sw hwnw sikla pwra angkw duku mwnw
image_bodo_494.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"HSLC fail जाना थानाय फोरानो साख्रि आवला नागिरोबा अ,आ, आ ई सिनायै (थिब सहि होग्राखौसो लानांसिगोन जों"
image_bodo_564.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,बे । BTR आव आंखौ हमनो हानाय पुलिस उजिथयाखै आं दा Tailand आव SHORT MOVIE गानायनि Planning सो खालामगासिनो
image_bodo_236.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,malai pra bazarao tangsw gardw Durga puja ni gosla Longpen bainw jnghasw naiklo klo ctwb
image_bodo_629.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,सिख्लानि आखायखौनो दांनो मोनफेराखै दुदु दांनायनि सिमांखौथ बाद' दोन
image_bodo_79.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Mjn Mwnnai ya tho Mwnw lwi Khwtaya besw Be Agkwo laya na
image_bodo_353.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,Life is not same for Evryone बयनिबो थाखाय जिउआ एखे नङा
image_bodo_579.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,हिनजाव मोनोब्ला बिमानि ANGANWADI  साख्रि खौ सोर नो होनो बिखौसो सिनथा आंहा
image_bodo_55.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Jwng Gwrib Ni Fisa Simang Lo Nunw Hagwn Nathai Jafung Hwnw Haya
image_bodo_303.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,सेंग्राफोरा सिख्लाफोरनि दुदुखौ नायना गोसो थोयो ओमफ्राय सिख्लाफोरा सेंग्रानि Bike खौ निना मोजां मोनो बेनो जाबाय आथिखालाव सोलिफुबाय थानाय Nibba Nibbi फोरनि आराम मोनलायनाय ok bye
image_bodo_30.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,None,Boring life ma klmnw kela Gf bw gwijaya
image_bodo_516.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,जिउ आनो आलाय सिलाय माब्ला मा जागोन जेबो मिथिला
image_bodo_620.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,बाजैनि सेन्देला Diamond  निसो दामि
image_bodo_365.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,1:42 TRY TR LYTARMWN MY FRINDS : आसि नि जायगायाव आं मोनबा सि
image_bodo_42.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Dodere Boha Dg Nglai Matw Nuya bw Mwnabw Siri online bw Pwiya
image_bodo_549.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,23 बोसोर जालायबोबाय हिन्जाव सासेखौनो फथायनो रोंबोआखैसै आंसो जामबाना खाफालनि लिरनाय जाखो
image_bodo_20.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,बे जोनोमाव गोसो थोलायनानै सानसे हरसे call Line आव थानो सान्नायनि सिमाङा सिमांल' जाना थासिगोन ।
image_bodo_262.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Mithikayw de de thogai Ng agkwo gwsw twya na
image_bodo_342.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,Size Gwiywikainw Like Bw Pwiya comment Bw Pwiya Gontasw
image_bodo_280.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Lwgw Babw posai kumana yaosw dg angbw
image_bodo_216.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,Manc Orla Baigwn Bekwo mwna batai !! Miti khaya ag
image_bodo_467.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,"comment on pwi jwng boibw Magra Boro Rao Swlwngni, Goalpara District Sonitpur arw biswanathni boro pwranw original obla Alfred na original nonga jwnglai noga nma Alfrd ada jg same jgna goalpara na "
image_bodo_368.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,Agnw sase hordwbra gaocnw X kwo ladw Ang mwiya status hwdwngmwn Hitt jabai Ng gaocbydang pagla Gaoakwi lwi Ro dahai swnghornang Layw hwnba ladw Ngbw Hitt
image_bodo_299.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,ma pongbai nwngnw gwsw twnai naggwo hwndwng nama Konse gaoja grw wmprai banaina hwgwn ang
image_bodo_306.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,सिख्लाफोरजों Holi गेलेफ्लाना दुदु दांनो Chance लाग्रा बाथाला सेंग्राफोरनि जागायनाय हांखो
image_bodo_475.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Ada Alfred part 1 Befru hwjwbnagwo nwngtangkhwo Finally Single pro max with black Cobra foundr
image_bodo_476.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,LWGWNI GF KWO POTYNW SESTA KALAMGASINW ANG react horkayw bebw posykayw kuma angkwo
image_bodo_139.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Duku ah nw jwbbnw tangla matw Lwgwpwr ah bw kobor lakhaya bi badiyao
image_bodo_57.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Suk gwiya lwi sanprwmbw okha barhungkha Mathw bungbao nw Gaoswr ni deen
image_bodo_425.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,ANG LWNGLATO ADWIMWN jwo pebatai natar jonai pwrbade janai kainw lwngnw nagar jabai agw malaine henjaobw mwntea mabw mwntea na lwgwne henjaokwnw mabanw...... Wngkainw nangtola bulainwbw gwsw jaew lwngba agha lwngbaty malyni hinjao kwolo mabanw lubwiyw giny pwiya lajinybw pwiya wngkynw garby ag jwo lwngnw husakwo
image_bodo_231.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Gaobra Sigwn Lai Denwi Swrna Ba Swrna Ba
image_bodo_416.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,गौरां दैसा सेराव over flood जानाय सिख्ला नआव थांनो रोंयैखौ लाना फाग्ला बाबायाव हाबा खालामसै नंआ बा मोनला
image_bodo_253.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Agkwo nuna nwibw nuywi badi klmw na ngsr
image_bodo_193.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,Naigwn ctwb agbw Esang duga na ng
image_bodo_81.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,Swrnao Tw Dwsinai Ni simang Gwiya Boi Nao Bw Dong Misa Kole Dal hobao
image_bodo_586.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,like mwnaba lavelanw bara jayw nama video banainanwi dekailainanggwo nama level bara ja kom ja ngha bohy bungnangwo jebw gwiya swr tinnw ngkwo comment KLMNW ?
image_bodo_539.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,BREAKIUP  जाबा गोसोखौ माबायदि मोनो
image_bodo_540.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,सिख्लाफोरा मानो गोदान गोदान नागिरो
image_bodo_127.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Dabwnw ngkwonw nena dg
image_bodo_130.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Undunw Wngkara Bikwo Sanwi Sanwi nw
image_bodo_166.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,mithigwo da roje ng agni onnaiya Ngni sim bese guar bese Gwtwo
image_bodo_576.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,साख्रि लााना आदैआव जोनाय जोनाय लानो सान्नाय सिमांआ सिमांयैनो थासिगोन नामा
image_bodo_551.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Asol cinema gwdana angbw hor bra dgbaa
image_bodo_225.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,None,ag Ngkwo gwsw twyw hwnna nwi bw bungna nwi bw lanw hala siri siri profile photo kwo nw nainanwi tasab niswi ctwb
image_bodo_134.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,None,Sannai mani Gaswibw Faleng jajwbw balai ma gonta janw
image_bodo_508.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"बोरैबा जुदि गामियाव सोरबा साख्रि मोनफ्रांबा आंखौथ बिराद रायगोन आइआ आंथ दा बिमाखौ मालाय फैसा होखाजोबनोसै APPLY  खालामनायाव 1K,2K खरसा जायो बेखारसो होनगासिनो "
image_bodo_437.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,हौवाफोरना फानजानाय बा दाहालागै आं लाखांसिगौ
image_bodo_145.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Good night Raobw kobor lagra gwiya
image_bodo_474.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,HINJAO MWNNYBA SOCIAL MEDIA NIPRY JANGAR JASIGWOMWNLANG RYJWPWR
image_bodo_421.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,जों SINGLE फोरना PICNIC जाबा बुलायनाय जायो  COUPLE फोरना अनलायनाया बारा जायो
image_bodo_265.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,None,नआव मोजाङै था सना होनग्राबो गैजा रोङा
image_bodo_336.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,Abo Mt ni gumwi
image_bodo_455.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,आं हिनजाव लाला आंनि लोगोफोरा हिनजाव लाना माबायदि संसार जायो बेखौसो नायनो दं आं
image_bodo_279.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,wrwibadi single ag denwisimbw raonibw ckla ni prai phn nmbr mwnperakwi
image_bodo_496.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,None,साख्रि बो मोनला हिनजावबो मोनला आंखौ माबायदि इसोरऐ दाना हरखो ?
image_bodo_273.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Ag jaikwo gwsw twyw Beyw agkwo gwsw twya bra kela
image_bodo_457.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,"आफाखंआव खोमोन बुरजा गोनां हिनजावआ लोखि गोनां जायोनो नै मादैखौ बेबादि थानांगौ खोमोनफोरा आरो अनसुलि, आखल गोनां, माहि नखर खांनो गोरों बो जायोनो"
image_bodo_314.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,oi नों नि नामा बे
image_bodo_209.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,ctwb ngsr lo rwgw nm Ag rwga nama
image_bodo_243.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,jwtwnwi Lakiggwo mn ag ngkwo mwnbla bebwibw
image_bodo_50.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Tarwinw Ngni Pagwla jabai ag Ng ma Sankw wmprai
image_bodo_168.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Good night guys Jukunu Gabwn Tab sikar naggwo ag
image_bodo_119.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Oii I love Ngkwo Hwndg Ag
image_bodo_461.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,बे अखाया अखा नङा आंनि गोरबोनि दुखुनि मोदैसो
image_bodo_396.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,NWNGSWR MABLA HABA JAGWN BEKWO SW NEGACNW ANG
image_bodo_244.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,गैखाया खाफालावनो हास्थायबा मालाय बहा मोन्नो
image_bodo_175.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Akonbla Gwsw jaya ag Be Mulug songsar ni prai Gwma langnw
image_bodo_503.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,अखा खोरोमनायखौ गिग्रा सिख्लाफोर hahahahaha ओरै फै बिखायाव थाखुफै गिनांआ सनाफोर
image_bodo_349.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,None,Hinjao Nagerbayinw Habani Omaya swrlab swrtab jajwbby kasiswmwn lwgwpwr
image_bodo_158.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Swrniba jagwn Ngba Agni ba jagwna jaya
image_bodo_381.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,ANGKWO RAGA KORA NUTARW NAMA
image_bodo_448.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,जेब्ला NANGGWN HMBASW POSTAIGWN NGSWR CKLAPWR ARAIGASINW RO
image_bodo_102.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Oii माथो नों बै गामि नुहरनायनि जों जुलि जाहैमोसैनो नंग' होनलाय आंखौ गारना थांमार सिगोन नों होनबा
image_bodo_84.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Dana Okha Hablabw Malai Agkwo Gwsw Khangtarla
image_bodo_463.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,मानसिनि खुगा सिङाव थानाय जंफार हाथायखौ मा होनो ? A)   हागोमा हाथाय B) सामा हाथाय C) खदाल हाथाय  D) सिगां हाथाय खदाल हाथाय सो होबोदां
image_bodo_300.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Social Sub-groups,Longtong juga pwipin Bai Lwi kali belo nma ngsina gana Logtong kuna mwsa gasinw nma ngswr bekainw be ganlo damw sala pwr
image_bodo_282.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Ag manw raojngbw Gwsw twjaya bra
image_bodo_120.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,Mjng mwnw de ngkwonw Makwo naibai takhw
image_bodo_164.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Harsing Harsing mwngra jabai Angni be gwsw ah Ng gwiywi ni prai nw
image_bodo_354.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Actor jadw bra boibw support dong viral jabyna
image_bodo_215.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,lwdwi begot pwr be talir petaiya jahwgwn ngswrkwo dekai bai tanw
image_bodo_237.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Ngkwo khatiyao nubatai Bikhayab Tir gaonai baidi mwnwlaiyw
image_bodo_312.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,लंथंं Modern जुगा जोबना थांलायबाय दानिया लेवराफिथिंनाय फैलायबाय
image_bodo_191.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Gender,Oi bigut ngsani no khatini kwo banaina hwdw bra agnw
image_bodo_488.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,सैमा गानथि नांनाय आ बबे मास आव जायो -  1) JANUARY 2) AGUST 3) APRIL 4) SEPTEMBER
image_bodo_118.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Gwsw Gwiya Ag Denwi Ngjng Railai nw
image_bodo_94.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,Current ni gwrwnti Gwiya raijwpwr Bwtwrnisw
image_bodo_358.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,ma bustu bely ?
image_bodo_590.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,आइखौ बुंनानै हो नोंजामादैआ बेथारि गारि इ रिक्सासो सालायो
image_bodo_245.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,आंनोा अनजालिया गावनि जुलिनि रादायखौ आंनो फोरमाय हरबाय
image_bodo_411.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,GIRL FRIEND गैया होनबाबो राव फाग्लानि फिसाजोआ फोथाया
image_bodo_38.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Angto be jwnwmao Ngkw Mwnnai nonggla Kwma na
image_bodo_360.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,BE DOLLER KAMYGRAPWRKWO SASE BRO  Nangwoba kobor hwlwi Ranna hornang Ma bustu bilai Metric pass reels bnyna gwrwng naggwo to arw bro ANG CAMERA KEBNAYAO GWRWNGKA
